Sexo,Edad,Rng_edad,EstadoCivil,Trabaja_estudia,NSE,TieneTV_Radio,TieneComputadora,TieneLaptop,TieneIPAD,TieneEquipoMusica,TieneTelfInteligente,TieneKindle,CompraComida,RopaSuper,RopaLocal,RopaTianguis,RopaCentroComerc,RopaBoutique,RopaExtranjero,RopaInternet,RopaUsada,RopaVendedorIndep,TiempLibreCasa,TiempLibreAmigos,TiempLibreRestaurante,TiempLibreCentroComercial,TiempoLibreCine,TiempoLibreExpoArte,TiempLibreConcierto,TiempLibreParque,TiempLibreMuseo,TiempLibreDiscoteca,TiempLibreClubSocial,TiempLibreDeportes,TiempLibreNaturaleza,CantidadLibros,Oficio,Idioma,GradoInstruccEncuest,P22_1,P22_2,SalidasFiestFamiliar,SalidaFiestAmigos,SalidaCarnavales,SalidaConciert_Teat,SalidaFiestaPatronal,SalidaAntros,SalidaRestaurante,SalidasConAmigos,RSArtagr_desag,RSArtEnt_abu,RSArtUtil_inut,RSArtEmoc_indf,RelacArtTV,RelacArtCine,RelacArtDiversio,RelacArtConoc,RelacArtbellez,RelacArtSenti,RelacArtCumb,RelacArtCultur,RelacArtPrivileg,RelacArtExtraord,GustoCiencia,MedDifCienciaTV,medDifCienciaRev,medDifCienciaPeriod,MedDifCienciaInternet,medDifCienciaFamilia,MedDifCienciaEscuel,DifusionCiencia,AsistencaiCiencia,AsistCienciaFamilia,AsistCienciaAmigos,AsistCienciaConocid,AsistCienciaSOLO,AsistCienciaNovio,GustoArtes,PrefArtesMus,PrefArtePint,PrefArteArtesa,PrefArteDanz,PrefArteTeat,PrefArteLiter,PrefArteCine,InfArteTv_radi,InfArteRevista,InfArtePeriod,InfoArtInternet,InfArteFam_Am,InfArtEscuela,PercepDifArte,AsistenciaArte,AsistArtFamilia,AsistArtAmigos,AsistArtConoci,AsitArtSolo,AsistArtNovio,CCGustoLeer,FrecLectura,PrefLectNove,PrefLectCuen,PrefLectComic,PrefLectPoesi,PrefLectNotInt,PrefLectNotper,PrefLectArtRev,PrefLectBlog,PrefLectRevis,PrefLectRedS,FuentLectComp,FuentLecPrest,FuentLecBiblio,FuentLecIntern,PrefMuseoArt,PrefMuseoHist,PrefMuseoCien,PrefMuseoNing,FrecAsistMuseo,AsistMuseoAmig,AsistMuseNov,AsisMuseEscue,AsisMuseFami,AsisMuseSolo,PrefMusRock,PrefMusMetal,PrefMusiPop,PrefMusiElectr,PrefMuscTradic,PrefMuscCumb,PrefMuscSalsa,PrefMuscRegu,PrefMuscTrova,PrefMuscCulta,PrefMuscRoman,GustoTV,PrefTVcaricat,PrefTVNoticias,PrefTVAnalPoli,PrefTVCultura,PrefTVSeries,PrefTVTelenov,PrefTVMusica,PrefTVDeporte,PrefTVReality,PrefTVConcur,P47_Otros,RSPolitImport,RSPolitAtracti,RSPolitUtil,RSPolitJusta,RelacPolitRobo,RelacPolitParticp,RelacPolitEnga,RelacPolitDemocr,RelacPolitCivis,RelacPolitParti,RelacPolitIgual,RelacPolitPueb,RelacPolitViole,RelacPolitGarant,RSEducEntret,RSEducUtil,RSEducPlacer,RSEducAnticua,RelacEduNeces,RelacEduDiner,RelacEduCult,RelacEduPosS,RelacEduValo,RelacEduLibe,RelacEduDerec,RelacEduPrivileg,RelacEduCertificados,RelacEduCompro,Ciudad
Hombre,12,12 a 14,Soltero,Estudio,C.P,Sí,No,No,No,Sí,No,No,Mercado o tianguis,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,31 a 100,No,Sí,Secundaria incompleta,Secundaria completa,Secundaria incompleta,No,No,No,No,No,No,No,Sí,Desagradables,Aburridas,Inútiles,Indiferentes,Poco relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Poco relacionado,Relacionado,Nada relacionado,Muy relacionado,Sí,No,No,No,Sí,No,Sí,Sí,1 o 2 veces al mes,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,Nunca,No,No,No,No,No,Sí,Por lo menos una vez al mes,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Por lo menos 3-5 veces al año,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,Sí,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Muy relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Entretenida,Útil,Obligación,Obsoleta,Relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Lima
Mujer,13,12 a 14,Soltero,Estudio,C.P,Sí,No,No,No,No,No,No,Mercado o tianguis,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Más de 100,NS/NC,No,Secundaria incompleta,Primaria incompleta,Primaria completa,No,No,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Nada relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Sí,Sí,No,Sí,Sí,No,No,NS/NR,Nunca,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,No,Sí,No,Sí,No,Nunca,No,No,No,No,No,Sí,Por lo menos una vez por semana,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,No,No,Sí,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,No,Sí,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Poco relacionado,Relacionado,Muy relacionado,Poco relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Lima
Hombre,19,18 a 20,Soltero,Estudio,C.P,Sí,No,Sí,Sí,Sí,Sí,No,Mercado o tianguis,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,1 a 10,No,Sí,Instituto superior incompleto,Secundaria completa,Primaria completa,Sí,Sí,No,No,No,No,Sí,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Relacionado,Totalmente relacionado,Relacionado,Relacionado,Relacionado,Nada relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Sí,No,Sí,No,Sí,No,No,No,1 o 2 veces al mes,No,Sí,No,No,No,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,No,No,Por lo menos 1 o 2 veces por semana,No,Sí,No,No,No,Sí,Por lo menos una vez al mes,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,No,Más de 5 veces,Sí,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Muy relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Poco relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Poco relacionado,Lima
Mujer,16,15 a 17,Soltero,Estudio,C.P,Sí,Sí,No,No,No,Sí,No,Abarrotes/Bodega,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,11 a 30,No,No,Secundaria incompleta,Secundaria completa,Secundaria completa,No,Sí,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Poco relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Sí,Sí,No,Sí,Sí,No,No,No,Nunca,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,Sí,Por lo menos una vez al mes,Sí,No,No,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,No,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Totalmente relacionado,Relacionado,Relacionado,Entretenida,Útil,Placer,Obsoleta,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Lima
Hombre,22,21 a 24,Soltero,Trabajo y Estudio,C.P,Sí,Sí,No,No,Sí,No,No,Supermercado,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Más de 100,Sí,No,Universidad incompleta,Universidad completa,Secundaria completa,No,No,No,Sí,No,Sí,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Nada relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Nada relacionado,Totalmente relacionado,Nada relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Sí,No,No,No,Sí,Sí,No,No,Nunca,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,Por lo menos 1 o 2 veces por semana,No,Sí,No,No,Sí,Sí,Diario,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,No,Por lo menos 3-5 veces al año,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Relevante (importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Relacionado,Muy relacionado,Poco relacionado,Relacionado,Muy relacionado,Relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Lima
Hombre,14,12 a 14,Soltero,Estudio,C.P,Sí,No,No,No,Sí,Sí,No,Mercado o tianguis,Sí,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,11 a 30,No,No,Secundaria incompleta,Universidad completa,Universidad completa,No,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Nada relacionado,Muy relacionado,Poco relacionado,Muy relacionado,No,No,No,No,No,No,Sí,NS/NR,Nunca,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,NS/NR,Nunca,No,No,No,No,No,Sí,Diario,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,Sí,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Lima
Mujer,20,18 a 20,Soltero,Estudio,C.P,Sí,Sí,No,Sí,Sí,No,No,Mercado o tianguis,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,1 a 10,No,Sí,Instituto superior incompleto,Secundaria incompleta,Secundaria incompleta,No,No,No,Sí,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Nada relacionado,Muy relacionado,Relacionado,Muy relacionado,No,Sí,No,No,Sí,No,No,Sí,1 o 2 veces al mes,No,Sí,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,Una o dos veces al mes,No,Sí,No,No,No,Sí,Por lo menos una vez al mes,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Relacionado,Relacionado,Muy relacionado,Relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Relacionado,Entretenida,Útil,Obligación,Moderna,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Lima
Mujer,14,12 a 14,Soltero,Estudio,C.P,Sí,Sí,Sí,Sí,Sí,No,No,Supermercado,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,11 a 30,Sí,Sí,Secundaria incompleta,Universidad completa,Secundaria completa,No,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Relacionado,Poco relacionado,Sí,Sí,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,NS / NR,Por lo menos una vez por semana,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,Sí,No,No,No,Por lo menos 1-2 veces al año,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,Relevante (importante),Atractiva (Buena),Inútil,Injusta,Muy relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Muy relacionado,Relacionado,Aburrida,Útil,Placer,Moderna,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Lima
Hombre,21,21 a 24,Soltero,Trabajo y Estudio,C.P,Sí,Sí,No,No,No,No,No,Mercado o tianguis,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,31 a 100,Sí,Sí,Instituto superior incompleto,Secundaria completa,Secundaria completa,No,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Muy relacionado,Relacionado,Poco relacionado,Muy relacionado,Muy relacionado,Nada relacionado,Totalmente relacionado,Relacionado,Nada relacionado,Sí,Sí,No,Sí,No,No,No,No,1 o 2 veces al año,No,Sí,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Una o dos veces al año,No,Sí,No,No,No,Sí,Por lo menos una vez al mes,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Totalmente relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Relacionado,Entretenida,Útil,Placer,Moderna,Muy relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Lima
Mujer,23,21 a 24,Soltero,Trabajo,C.P,Sí,No,No,No,Sí,No,No,Mercado o tianguis,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,1 a 10,Sí,No,Secundaria completa,Secundaria completa,Primaria completa,Sí,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,No,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,NS/NR,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Una o dos veces al año,Sí,No,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,Más de 5 veces,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Poco relacionado,Totalmente relacionado,Nada relacionado,Nada relacionado,Totalmente relacionado,Relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Totalmente relacionado,Lima
Mujer,14,12 a 14,Soltero,Estudio,C.P,Sí,Sí,No,No,No,No,No,Mercado o tianguis,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,No,11 a 30,Sí,Sí,Secundaria incompleta,Secundaria completa,Secundaria incompleta,No,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Sí,No,No,No,Sí,No,No,Sí,1 o dos veces por semana,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Por lo menos 1 o 2 veces por semana,No,No,No,Sí,No,Sí,Diario,No,Sí,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,Por lo menos 3-5 veces al año,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Entretenida,Útil,Placer,Moderna,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Lima
Mujer,17,15 a 17,Soltero,Estudio,C.P,Sí,Sí,Sí,No,Sí,No,No,Mercado o tianguis,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,1 a 10,NS/NC,No,Secundaria incompleta,Secundaria completa,Primaria completa,No,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Sí,No,No,Sí,Sí,No,No,Sí,1 o 2 veces al año,Sí,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Sí,Una o dos veces al año,Sí,No,No,No,No,Sí,Por lo menos una vez por semana,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,No,No,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Justa,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Entretenida,Útil,Placer,Moderna,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Lima
Hombre,12,12 a 14,Soltero,Estudio,C.P,Sí,Sí,Sí,No,Sí,No,No,Mercado o tianguis,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,11 a 30,Sí,No,Secundaria incompleta,Secundaria incompleta,Secundaria incompleta,No,Sí,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Poco relacionado,Relacionado,Relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Poco relacionado,Sí,No,No,No,Sí,No,No,Sí,1 o dos veces por semana,Sí,Sí,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Una o dos veces al año,Sí,No,No,No,No,No,Por lo menos una vez por semana,No,No,Sí,No,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,No,No,No,Por lo menos 1-2 veces al año,Sí,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Nada relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Relacionado,Nada relacionado,Poco relacionado,Aburrida,Útil,Placer,Obsoleta,Relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Lima
Hombre,16,15 a 17,Soltero,Estudio,C.P,Sí,Sí,No,No,Sí,No,No,Mercado o tianguis,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,1 a 10,Sí,Sí,Secundaria incompleta,Secundaria incompleta,Secundaria incompleta,No,Sí,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,No,Sí,No,No,No,No,No,Sí,Nunca,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,No,Sí,No,No,Sí,Una o dos veces al año,No,Sí,No,No,No,NS / NR,Por lo menos una vez por semana,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Por lo menos 1-2 veces al año,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Poco relacionado,Nada relacionado,Relacionado,Relacionado,Entretenida,Útil,Obligación,Obsoleta,Muy relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Lima
Mujer,21,21 a 24,Soltero,Trabajo y Estudio,C.P,Sí,Sí,No,No,Sí,No,No,Mercado o tianguis,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,1 a 10,Sí,No,Universidad incompleta,Secundaria incompleta,Secundaria incompleta,Sí,No,No,No,No,Sí,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Sí,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Una o dos veces al año,Sí,No,No,No,No,Sí,Por lo menos una vez al mes,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,Por lo menos 1-2 veces al año,Sí,No,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,NA,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Relacionado,Nada relacionado,Poco relacionado,Relacionado,Relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Poco relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Lima
Hombre,20,18 a 20,Soltero,Trabajo,C.P,Sí,No,No,Sí,Sí,Sí,No,Mercado o tianguis,Sí,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí,No,Ninguno,Sí,Sí,Secundaria completa,Secundaria completa,Secundaria completa,No,No,No,No,No,Sí,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Nada relacionado,Muy relacionado,Nada relacionado,Relacionado,Sí,Sí,No,No,No,No,No,No,1 o 2 veces al año,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Una o dos veces al año,No,No,Sí,No,No,No,Por lo menos una vez al mes,Sí,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,Más de 5 veces,Sí,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,Sí,No,No,Irrelevante (no importante),Atractiva (Buena),Útil,Justa,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Nada relacionado,Relacionado,Poco relacionado,Entretenida,Útil,Obligación,Moderna,Relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Lima
Hombre,18,18 a 20,Soltero,Trabajo,C.P,Sí,Sí,No,No,No,No,No,Mercado o tianguis,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,Ninguno,Sí,No,Secundaria incompleta,Primaria incompleta,Primaria incompleta,Sí,Sí,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Nada relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Totalmente relacionado,Relacionado,Poco relacionado,No,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,No,Por lo menos una vez por semana,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Sí,No,No,No,Sí,Nunca,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Útil,Justa,Muy relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Poco relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Entretenida,Útil,Obligación,Moderna,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Lima
